"concentrationpoor_30","In the past 7 days, did your enzyme problems affect your","1, No not at all | 2, Yes a little of the time | 3, Yes sometimes | 4, Yes most of the time | 5, Yes all of the time"
"embarrassedpoo_30","In the past 7 days, did you feel embarrassed going to the","1, No not at all | 2, Yes a little bit | 3, Yes moderately | 4, Yes quite a bit | 5, Yes extremely"
"ansiosenzyme_30","In the past 7 days, did you feel worried, anxious or","1, No not at all | 2, Yes a little bit | 3, Yes moderately | 4, Yes quite a bit | 5, Yes extremely radio (Matrix)"
"month_proms_complete","","0, Incomplete | 1, Unverified | 2, Complete"
"withdraw_who","","1, Site lead withdrawal of patient for clinical reasons | 2, Patient's wish"
"withdraw_pt_ask_yn","Was the participant approached about their reason for","1, Yes | 0, No"
"withdraw_pt_fu_yn","Is the patient willing for their status to be followed up","1, Yes | 0, No"
"withdraw_level","Updated level of participation:","1, No study intervention | 2, No study-related follow-up | 3, No further data collection"
"created_tm","Created time","0, Incomplete | 1, Unverified | 2, Complete"
"exclude_why","On what basis should this record be excluded?","1, Patient ineligible | 2, Duplicate record | 3, Does not meet data completion threshold | 4, Unresolved errors with potential to impact on project outcomes / objectives"
"ineligible_patient","How was the ineligibility of the patient established?","1, Informed by site | 2, Responses to questions make the patient ineligible | 3, Responses to queries in the DRW make the patient ineligible"
"ineligible_patient_2","What makes the patient ineligible?","1, Did not meet eligibility criteria | 2, Outside audit period | 3, Other"
"ineligible_patient_3","What other reason makes the patient ineligible?","1, Email | 2, Telephone | 3, DRW text (date_dmy) dropdown ?     text (date_dmy)"
"incomp_why","What is the reason for the incompleteness of this record?","1, Site non-responsive | 2, Patient lost to follow-up | 3, Site unable to locate the link sheet | 4, None of the project team remain at site | 5, Other"
"paid_when","In which quarterly invoice was payment made?","1, 1st Quarter (Nov 26) | 2, 2nd Quarter (Feb 27) | 3, 3rd Quarter (May-27) | 4, 4th Quarter (Aug 27) | 0, Other"
"admin_complete","","0, Incomplete | 1, Unverified | 2, Complete"
"s_substudy","Is the site participating in the sub-study?","1, Yes | 0, No"
"site_complete","","0, Incomplete | 1, Unverified | 2, Complete"
"i_queries","Queries?","1, Yes | 0, No"
"i_type","Investigator type","1, Site | 2, Central | 3, BiCOPS TM Sta"""
"i_pi","Principal Investigator?","1, Yes | 0, No"
"i_central_sae_review","","1, Yes | 0, No"
"i_bctu_enter","Will BCTU TM Sta"" member enter (transcribe) data?","1, Yes | 0, No"
"i_bctu_crf","Will BCTU TM Sta"" member complete CRFs?","1, Yes | 0, No"
"i_bctu_sae","Will BCTU TM Sta"" member process SAEs?","1, Yes | 0, No"
"i_onlog","Is the investigator listed on the delegation log?","1, Yes | 0, No"
"i_inv_signature","Has the investigator signed their delegation log entry?","1, Yes | 0, No"
"i_pi_initials","Has the PI initialled the investigator's delegation log","1, Yes | 0, No"
"i_task_1","Task 1 e.g. Obtain consent","1, Yes | 0, No"
"i_task_2","Task 2 e.g. eligibility confirmation","1, Yes | 0, No"
"i_task_3","Task 3 e.g. randomisation","1, Yes | 0, No"
"i_task_4","Task 4 e.g. CRF completion","1, Yes | 0, No"
"i_role","Trial Role","1, Consultant | 2, Trainee | 3, Research Nurse | 4, Data Manager | 5, Site R&D Admin | 6, Site R&D Admin (non-delivery) | 7, Lab sta"" | 99, Other"
"i_cv_rec","","1, Yes | 0, No | 2, N/A"
"i_cv_signed","CV signed?","1, Yes | 0, No"
"i_gcp_rec","GCP received?","1, Yes | 0, No | 2, N/A"
"i_train_rec","","1, Yes | 0, No | 2, N/A"
"i_train_del","Training delivery","1, Site Initiation by CTU | 2, Additional training session by CTU | 3, PI or delegate | 4, Self-learning using Site Initiation slides and protocol | 99, Other"
"i_created_by_name","Created by name","0, Incomplete | 1, Unverified | 2, Complete"
